"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.07854,0.57051,-0.0021671,0.00047037,1,0.564,0.95,0,-0.436
0.07294,0.55919,-0.002422,0.00027423,1,0.566,0.95,0,-0.434
0.067339,0.54787,-0.0026768,7.8089e-05,1,0.568,0.95,0,-0.432
0.061739,0.53654,-0.0029316,-0.00011806,1,0.57,0.95,0,-0.43
0.056138,0.52522,-0.0031865,-0.0003142,1,0.572,0.95,0,-0.428
0.05014,0.51351,-0.0034191,-0.00047667,1,0.574,0.95,0,-0.426
0.043344,0.501,-0.0036074,-0.00057177,1,0.576,0.95,0,-0.424
0.036548,0.48849,-0.0037957,-0.00066688,1,0.578,0.95,0,-0.422
0.029753,0.47598,-0.003984,-0.00076199,1,0.58,0.95,0,-0.42
0.022957,0.46347,-0.0041723,-0.0008571,1,0.582,0.95,0,-0.418
0.016162,0.45096,-0.0043606,-0.00095221,1,0.584,0.95,0,-0.416
0.0093662,0.43845,-0.0045489,-0.0010473,1,0.586,0.95,0,-0.414
0.0031561,0.42661,-0.0046133,-0.001011,1,0.588,0.95,0,-0.412
-0.0027614,0.4151,-0.0046157,-0.000909,1,0.59,0.95,0,-0.41
-0.0086788,0.4036,-0.0046181,-0.00080698,1,0.592,0.95,0,-0.408
-0.014596,0.39209,-0.0046205,-0.00070497,1,0.594,0.95,0,-0.406
-0.020514,0.38059,-0.0046229,-0.00060296,1,0.596,0.95,0,-0.404
-0.026431,0.36908,-0.0046253,-0.00050094,1,0.598,0.95,0,-0.402
-0.032348,0.35758,-0.0046277,-0.00039893,1,0.6,0.95,0,-0.4
-0.036583,0.34645,-0.0045497,-0.0001968,1,0.602,0.95,0,-0.398
-0.040818,0.33533,-0.0044717,5.3252e-06,1,0.604,0.95,0,-0.396
-0.045052,0.3242,-0.0043937,0.00020745,1,0.606,0.95,0,-0.394
-0.049287,0.31308,-0.0043157,0.00040958,1,0.608,0.95,0,-0.392
-0.053522,0.30195,-0.0042377,0.00061171,1,0.61,0.95,0,-0.39
-0.057756,0.29082,-0.0041597,0.00081383,1,0.612,0.95,0,-0.388
-0.061221,0.28118,-0.0041037,0.00099059,1,0.614,0.95,0,-0.386
-0.063146,0.2745,-0.0040918,0.0011166,1,0.616,0.95,0,-0.384
-0.065072,0.26782,-0.0040799,0.0012426,1,0.618,0.95,0,-0.382
-0.066997,0.26114,-0.0040679,0.0013686,1,0.62,0.95,0,-0.38
-0.068922,0.25446,-0.004056,0.0014947,1,0.622,0.95,0,-0.378
-0.070847,0.24778,-0.0040441,0.0016207,1,0.624,0.95,0,-0.376
-0.072772,0.24109,-0.0040322,0.0017467,1,0.626,0.95,0,-0.374
-0.072923,0.2407,-0.003973,0.0017509,1,0.628,0.95,0,-0.372
-0.072186,0.24344,-0.0038901,0.0016942,1,0.63,0.95,0,-0.37
-0.07145,0.24619,-0.0038073,0.0016374,1,0.632,0.95,0,-0.368
-0.070713,0.24893,-0.0037244,0.0015807,1,0.634,0.95,0,-0.366
-0.069977,0.25168,-0.0036416,0.001524,1,0.636,0.95,0,-0.364
-0.06924,0.25442,-0.0035587,0.0014673,1,0.638,0.95,0,-0.362
-0.068504,0.25716,-0.0034759,0.0014105,1,0.64,0.95,0,-0.36
-0.065093,0.26754,-0.0032122,0.0012207,1,0.642,0.95,0,-0.358
-0.061681,0.27791,-0.0029485,0.0010309,1,0.644,0.95,0,-0.356
-0.05827,0.28828,-0.0026848,0.00084108,1,0.646,0.95,0,-0.354
-0.054859,0.29865,-0.0024211,0.00065126,1,0.648,0.95,0,-0.352
-0.051448,0.30902,-0.0021574,0.00046145,1,0.65,0.95,0,-0.35
-0.048036,0.3194,-0.0018938,0.00027163,1,0.652,0.95,0,-0.348
-0.043871,0.33043,-0.0016386,9.421e-05,1,0.654,0.95,0,-0.346
-0.038196,0.3428,-0.0014006,-5.8432e-05,1,0.656,0.95,0,-0.344
-0.032522,0.35516,-0.0011625,-0.00021108,1,0.658,0.95,0,-0.342
-0.026847,0.36753,-0.0009245,-0.00036372,1,0.66,0.95,0,-0.34
-0.021173,0.3799,-0.00068646,-0.00051637,1,0.662,0.95,0,-0.338
-0.015499,0.39226,-0.00044842,-0.00066901,1,0.664,0.95,0,-0.336
-0.0098241,0.40463,-0.00021038,-0.00082166,1,0.666,0.95,0,-0.334
-0.0032187,0.41736,-0.00014568,-0.00084753,1,0.668,0.95,0,-0.332
